Thương hiệu,Dòng xe,Loại xe,Xuất xứ,Khoảng giá min,Khoảng giá max,Năm đăng ký,Số Km đã đi,Giá
9,13,2,7,25.3,29.7,2023,20000,27.5
8,19,2,2,12.98,15.24,2015,25000,22.0
8,47,0,3,22.99,26.98,2020,300000,25.0
13,52,1,7,59.13,69.42,2023,18000,65.0
17,16,0,6,15.94,18.72,2011,40000,12.0
8,43,1,2,47.95,56.28,2021,6323,52.0
8,19,2,6,29.7,34.86,2024,6000,33.5
17,13,0,7,26.97,31.65,2022,31000,45.0
17,16,0,6,14.53,17.05,2013,60000,12.5
9,13,1,6,11.97,14.05,2023,2000,16.0
3,13,1,6,10.05,11.8,2022,15000,15.0
8,42,1,3,40.73,47.82,2008,24000,53.0
8,54,2,2,6.78,7.96,2009,40000,10.0
9,13,1,6,11.97,14.05,2023,5000,15.0
8,19,2,6,25.22,29.61,2022,96184,14.0
8,42,1,6,75.95,89.16,2024,2500,76.0
8,2,1,6,37.76,44.33,2025,77465,10.0
8,54,2,6,11.43,13.42,2020,30000,8.5
17,18,1,6,22.64,26.58,2023,20000,20.0
8,2,1,2,38.1,44.72,2024,500,36.0
8,13,0,4,105.01,123.27,1995,60000,175.0
8,27,1,6,33.02,38.76,2022,12000,37.8
8,10,2,2,9.63,11.31,2001,15000,19.5
8,41,1,2,4.75,5.58,2008,10000,4.7
8,56,0,6,14.49,17.01,2018,79000,20.0
8,27,1,6,19.71,23.14,2017,40000,25.9
8,57,0,2,17.08,20.05,2020,26000,19.5
8,42,1,7,66.96,78.61,2009,0,107.0
8,53,1,7,15.49,18.18,2015,20000,16.8
17,33,1,6,5.04,5.92,2012,76000,8.0
8,2,1,6,13.6,15.96,2013,112575,25.0
8,11,2,4,13.97,16.4,1996,9000,5.8
8,57,0,7,23.44,27.52,2022,20000,25.0
8,54,2,6,10.0,11.74,2017,123,12.5
8,10,2,2,6.31,7.41,1980,9999,15.0
8,56,0,3,13.75,16.14,2017,60000,21.0
8,42,1,3,40.73,47.82,2008,55000,88.0
17,16,0,6,15.73,18.46,2017,270000,18.5
8,51,1,6,40.54,47.59,2018,7000,65.0
8,27,1,6,15.39,18.06,2015,10000,4.5
8,47,0,3,20.65,24.24,2019,18000,30.0
8,1,1,0,13.42,15.75,2009,49464,25.0
17,32,1,6,5.89,6.92,2010,40000,10.0
17,33,1,7,4.04,4.74,2010,111111,3.8
8,2,1,6,15.19,17.83,2014,103000,14.8
8,54,2,2,10.03,11.77,2003,200000,13.8
8,27,1,2,6.64,7.79,2010,22,6.5
8,56,0,6,16.43,19.29,2020,46000,18.0
17,16,0,7,16.76,19.67,2018,35000,18.0
8,54,2,6,6.99,8.21,2012,72,8.5
8,42,1,6,74.3,87.23,2022,8000,85.0
9,13,2,4,10.55,12.38,2022,5000,19.0
17,46,2,2,6.13,7.2,2008,10000,8.0
9,13,0,6,6.5,7.63,2018,30000,55.0
17,46,2,6,10.29,12.08,2021,10000,12.5
8,54,2,2,9.95,11.68,2002,999,11.8
17,46,2,4,5.54,6.5,2006,168,13.5
8,54,2,2,8.65,10.15,2015,9000,10.5
8,42,1,3,95.08,111.62,2010,40000,90.0
15,49,0,6,39.46,46.33,2000,30000,22.0
13,52,1,3,45.34,53.22,2022,5000,12.345678
8,42,1,6,95.08,111.62,2010,50000,110.0
10,13,0,2,242.63,284.82,2018,12000,238.0
8,27,1,6,7.87,9.24,2012,168,15.0
8,13,2,2,10.49,12.32,2012,500000,7.5
8,42,1,6,74.21,87.11,2023,16000,71.0
17,46,2,6,8.28,9.72,2017,0,9.0
17,16,0,3,15.73,18.46,2017,270000,20.5
8,54,2,2,7.21,8.46,2007,2000,8.0
15,40,0,6,20.1,23.6,2020,30000,21.0
8,11,2,4,17.25,20.25,1994,87000,16.5
17,33,1,2,3.15,3.69,2008,16000,4.25
15,13,0,2,14.49,17.01,2018,70000,12.5
8,56,0,6,13.96,16.39,2016,56000,20.8
17,16,2,6,41.61,48.85,2010,2222,17.9
8,53,1,6,26.26,30.82,2022,35000,21.6
17,16,0,6,28.44,33.39,2022,12000,14.5
15,13,2,2,7.32,8.59,2002,50000,17.0
17,16,0,6,14.53,17.05,2013,12345,10.3
8,54,2,5,18.09,21.23,2000,0,4.8
8,19,2,6,21.86,25.66,2007,10000,60.0
8,53,1,6,20.8,24.42,2019,27000,16.9
8,56,0,6,13.75,16.14,2017,19000,11.8
8,42,1,6,74.21,87.11,2023,13000,83.0
17,13,0,3,52.44,61.56,2024,800,480.0
9,13,2,5,3.35,3.93,2009,100000,3.8
8,54,2,2,10.4,12.2,2018,39000,13.3
8,57,0,6,24.85,29.17,2023,31000,28.0
8,11,2,5,11.35,13.32,2016,50064,1.7
8,57,0,6,24.85,29.17,2023,31000,25.0
8,53,1,6,17.47,20.51,2017,20000,15.5
8,43,0,7,42.41,49.79,2020,19000,48.0
8,51,1,3,32.58,38.25,2022,6000,41.0
17,33,1,6,3.15,3.69,2008,10000,3.5
17,33,1,6,5.04,5.92,2012,537629,4.5
8,57,0,3,17.63,20.69,2021,2000,19.5
8,54,2,2,7.21,8.46,2007,100000,9.0
8,57,0,6,28.32,33.25,2024,2200,33.5
8,13,2,2,33.66,39.52,2019,1111,44.0
8,54,2,2,10.24,12.02,2005,20000,32.5
8,54,2,4,22.73,26.69,1999,20000,8.0
8,56,0,6,15.55,18.25,2019,200000,2.3e-05
8,54,2,5,4.38,5.14,1980,10000,4.5
8,54,2,2,11.74,13.78,2004,20000,27.5
17,32,1,2,6.19,7.26,2016,0,5.5
8,42,1,3,109.65,128.72,2012,14000,216.0
15,23,1,2,4.21,4.94,2012,25000,3.2
15,23,1,2,4.21,4.94,2012,30000,3.6
8,54,2,2,11.43,13.42,2020,60000,15.5
17,16,0,2,13.66,16.04,2012,66666,11.0
8,5,2,7,11.44,13.43,2019,72000,7.0
8,2,1,6,9.06,10.64,2012,80000,11.0
8,54,2,6,6.76,7.94,2011,50000,8.49
9,13,2,5,10.55,12.38,2022,1000,8.9
8,54,2,6,8.65,10.15,2015,18000,10.5
17,16,0,6,13.66,16.04,2012,0,11.2
8,53,1,6,29.53,34.66,2024,8000,65.0
17,33,1,8,4.04,4.74,2010,30000,3.8
8,2,1,6,32.36,37.99,2021,21000,37.9
9,13,2,6,4.37,5.13,2007,12345,2.3
9,13,0,5,3.68,4.32,2010,60000,5.5
15,40,0,6,14.25,16.73,2017,50000,15.0
9,13,2,5,22.48,26.39,1980,9999,0.5
8,2,1,6,24.1,28.29,2019,50000,28.0
8,11,2,6,13.8,16.21,2004,8386,2.6
17,13,1,6,8.28,9.72,2009,100000,3.0
8,2,1,2,21.96,25.78,2018,48700,18.5
8,56,0,6,13.75,16.14,2017,40,13.8
8,42,1,6,74.3,87.23,2022,36950,75.0
17,33,1,2,4.16,4.89,2011,8386,3.4
8,42,1,3,66.96,78.61,2009,77000,120.0
8,2,1,6,20.04,23.53,2016,28000,18.3
8,51,1,7,51.28,60.19,2017,74000,61.0
8,2,1,2,15.19,17.83,2014,90000,18.5
8,54,2,2,10.03,11.77,2003,2000,18.5
17,33,1,2,2.96,3.48,2007,99999,2.5
8,53,1,6,20.8,24.42,2019,27000,18.8
8,56,0,6,13.75,16.14,2017,19000,12.8
8,42,1,7,46.96,55.13,2013,500000,45.0
17,16,0,6,15.17,17.81,2015,20000,14.0
8,41,1,2,4.75,5.58,2008,100000,5.5
8,2,1,7,33.65,39.5,2022,28055,9.0
17,13,0,2,126.96,149.04,2020,12345,4.5
17,58,0,6,62.96,73.91,2024,2000,70.0
17,16,0,6,28.44,33.39,2022,20000,31.5
8,43,1,6,27.65,32.46,2015,70000,28.5
8,54,2,5,7.1,8.34,2006,90000,6.5
17,16,0,2,13.61,15.98,2014,99999,11.0
10,13,0,4,164.68,193.32,2023,15000,1.58
8,2,1,6,21.96,25.78,2018,60000,21.5
8,54,2,2,7.97,9.36,2014,50000,12.5
8,19,2,2,24.46,28.71,2011,20000,27.5
17,16,0,3,14.53,17.05,2013,240637,16.0
8,42,1,6,77.17,90.59,2025,1000,72.0
17,32,1,6,6.92,8.13,2012,120000,6.5
9,13,0,3,6.74,7.92,1995,50000,3.8
15,49,2,3,78.2,91.8,1997,100,184.0
8,42,1,3,95.08,111.62,2010,42000,110.0
17,16,0,2,14.95,17.54,2016,61000,13.5
8,11,2,4,13.97,16.4,1996,10000,31.0
8,53,1,6,26.26,30.82,2022,39000,24.5
8,53,1,6,16.83,19.75,2016,80474,18.5
17,24,1,2,13.98,16.41,2020,16000,15.0
8,43,1,6,52.52,61.65,2023,6628,57.0
8,11,0,7,12.72,14.94,2011,258455,2.2
8,42,1,3,95.08,111.62,2010,33000,118.0
9,13,2,6,3.68,4.32,2010,999999,17.0
9,13,2,7,10.55,12.38,2022,15000,10.0
15,13,2,7,6.66,7.82,2004,30000,8.5
8,2,1,6,33.65,39.5,2022,75000,38.0
8,9,1,6,7.65,8.98,2011,10000,8.0
17,33,1,2,4.16,4.89,2011,520000,3.5
8,2,1,2,8.66,10.17,2009,30,30.0
8,51,1,6,31.97,37.53,2020,50000,33.0
17,16,0,6,16.76,19.67,2018,70000,16.0
8,54,2,3,14.19,16.66,2023,20000,15.0
8,54,2,2,9.54,11.2,2016,50000,4.5
8,2,1,2,15.19,17.83,2014,30000,15.6
14,3,1,4,2.72,3.2,2005,50000,1.6
17,46,2,6,6.48,7.61,2010,900000,13.5
8,54,2,6,6.99,8.21,2012,40000,7.5
17,13,0,7,220.8,259.2,2023,5100,260.0
8,55,0,7,5.98,7.02,2017,0,10.0
8,42,1,6,66.3,77.83,2020,1,70.0
8,11,2,8,10.79,12.67,2015,80000,2.0
8,51,1,3,51.28,60.19,2017,90,52.0
8,56,2,6,15.55,18.25,2019,60000,21.0
10,13,0,2,172.31,202.28,2016,7000,2.25
8,54,2,0,7.1,8.34,2006,999999,5.2
17,33,1,3,2.96,3.48,2007,999999,2.0
8,42,1,6,36.71,43.09,2014,30,38.0
8,57,0,6,24.85,29.17,2023,30000,24.0
8,19,2,6,26.94,31.63,2008,136000,18.0
8,43,1,6,38.91,45.67,2019,180000,42.5
17,29,1,7,8.71,10.22,2015,27000,10.5
14,15,1,6,4.21,4.94,2013,21916,5.5
8,9,1,6,7.33,8.6,2007,100000,6.9
17,16,0,3,15.73,18.46,2017,27000,20.5
17,16,0,2,22.62,26.56,2020,35000,23.0
8,54,2,8,5.94,6.97,2010,0,8.8
17,13,1,2,69.0,81.0,1995,9100,7.0
8,56,0,2,15.55,18.25,2019,60000,21.0
8,51,1,7,32.03,37.61,2021,20000,33.0
15,49,0,3,78.2,91.8,1997,200,188.0
13,28,1,3,6.59,7.73,2011,61655,13.0
8,19,2,6,25.22,29.61,2022,210000,29.5
8,27,1,6,7.87,9.24,2012,554554,7.0
9,13,1,7,3.35,3.93,2009,1000,135.0
8,54,2,6,14.19,16.66,2023,30000,16.0
8,43,1,6,31.01,36.4,2016,40500,31.0
8,54,2,6,14.31,16.8,2022,47000,11.5
8,54,2,6,12.48,14.66,2025,1000,2.2
8,54,2,2,10.0,11.74,2017,10,9.85
8,10,2,0,4.65,5.45,2013,11111,11.0
8,54,2,6,8.65,10.15,2015,100000,5.0
17,24,1,6,15.88,18.65,2021,4500,27.0
8,54,2,2,11.74,13.78,2004,50000,13.0
15,49,2,6,58.28,68.41,1999,43122,209.0
15,13,2,6,6.35,7.45,2010,0,6.5
8,57,0,2,23.44,27.52,2022,15000,30.0
8,42,1,3,95.08,111.62,2010,60000,96.0
8,42,1,3,95.08,111.62,2010,400000,100.0
8,54,2,2,6.77,7.94,2008,20000,6.8
17,16,0,7,13.66,16.04,2012,50000,13.0
8,1,2,6,12.88,15.12,2023,40000,13.5
15,20,0,6,24.55,28.82,2022,17000,19.99
8,57,0,7,24.85,29.17,2023,15580,37.0
17,24,1,6,15.88,18.65,2021,4500,26.0
8,42,1,6,95.08,111.62,2010,30000,110.0
8,2,1,7,32.36,37.99,2021,220000,33.0
17,16,0,6,14.53,17.05,2013,100000,12.5
17,46,2,2,8.28,9.72,2017,40,7.7
17,33,1,2,5.23,6.14,2014,546212,7.5
8,54,2,2,6.77,7.94,2008,20000,9.3
15,40,0,6,14.25,16.73,2017,23000,18.0
8,54,2,2,9.95,11.68,2002,50000,13.0
8,10,2,6,6.31,7.41,1980,11000,15.0
17,46,2,0,6.48,7.61,2010,3000,6.5
17,33,1,4,3.01,3.54,2006,12345,3.8
8,42,1,3,33.69,39.55,2007,0,44.0
8,42,1,6,40.73,47.82,2008,10000,80.0
13,21,1,3,87.93,103.23,2021,19000,79.0
8,53,1,6,24.5,28.77,2021,29000,28.0
14,3,1,6,3.73,4.38,2012,30000,6.5
17,16,0,7,41.61,48.85,2010,20000,51.0
8,54,2,0,10.03,11.77,2003,500000,6.5
8,54,2,2,10.03,11.77,2003,78900,23.5
15,20,0,7,26.0,30.52,2020,19950,22.0
8,38,1,3,11.5,13.5,2017,999,29.5
14,3,1,6,3.73,4.38,2012,31034,3.0
8,6,0,2,75.13,88.2,2016,9000,1.0
15,44,0,3,19.29,22.64,2018,7879,35.0
17,24,1,2,13.98,16.41,2020,25000,13.0
8,27,1,6,38.7,45.44,2024,5137,44.0
17,24,1,2,13.98,16.41,2020,25000,14.0
8,2,1,6,21.96,25.78,2018,54558,25.0
8,42,1,3,109.65,128.72,2012,100000,83.0
8,13,1,2,15.16,17.79,2003,25000,6.5
8,54,2,2,9.54,11.2,2016,35000,12.0
17,13,2,2,22.87,26.85,2000,10000,18.5
8,38,1,3,18.68,21.93,2008,25000,20.0
8,53,1,6,27.84,32.68,2023,18000,15.0
8,42,1,3,44.64,52.4,2006,40000,69.0
8,53,1,6,18.56,21.79,2018,0,19.5
8,9,1,6,7.33,8.6,2007,0,7.5
9,13,2,3,4.37,5.13,2007,40000,3.5
8,42,1,3,111.75,131.19,2011,11000,200.0
8,53,1,6,20.8,24.42,2019,65000,21.0
8,57,0,7,23.44,27.52,2022,800,30.5
17,25,2,2,6.22,7.3,2004,8386,3.7
8,2,1,6,9.06,10.64,2012,19000,10.0
8,13,1,7,33.66,39.52,2019,80000,24.0
15,40,0,7,17.33,20.35,2019,680000,20.0
8,19,2,2,14.15,16.61,2000,49000,15.5
17,33,1,7,5.04,5.92,2012,12345,5.3
17,25,2,2,7.91,9.28,2013,8386,3.7
17,25,2,0,7.1,8.34,2009,9216,3.0
8,13,1,2,9.16,10.76,2000,200000,8.0
17,24,1,6,15.88,18.65,2021,4500,28.0
8,53,1,6,27.84,32.68,2023,1050,37.0
13,52,1,3,5.28,6.2,2010,4678,6.0
8,54,2,2,10.03,11.77,2003,30000,19.0
8,54,2,7,7.37,8.65,2013,30000,8.8
8,27,1,6,5.78,6.78,2008,5000,8.0
8,54,2,7,9.54,11.2,2016,88888,10.0
8,11,2,5,9.23,10.84,2002,10000,3.5
17,32,1,7,5.44,6.38,2004,69000,4.9
8,42,1,6,75.95,89.16,2024,8000,68.0
8,53,1,6,21.77,25.55,2020,33400,24.0
17,33,1,7,3.01,3.54,2006,12345,3.8
8,57,0,6,24.85,29.17,2023,21000,27.0
15,44,0,3,20.16,23.67,2019,9000,29.5
17,16,0,3,15.73,18.46,2017,450000,16.6
8,10,2,2,9.64,11.32,1984,680000,6.5
8,36,1,6,16.01,18.79,2011,90000,12.0
14,15,1,8,2.94,3.46,2018,200000,3.0
17,13,1,2,8.28,9.72,2009,20000,2.0
8,43,1,6,36.13,42.41,2018,30000,37.0
17,24,1,6,13.07,15.34,2017,66310,14.0
8,2,1,6,7.57,8.89,2008,3000,3500.0
8,54,2,5,7.21,8.46,2007,10000,4.0
8,5,2,2,11.44,13.43,2019,15000,8.8
8,42,1,2,62.14,72.95,2019,500,39.0
8,5,2,2,13.47,15.82,2022,20000,15.5
13,26,1,6,8.66,10.17,2012,25000,13.5
8,42,1,6,57.96,68.03,2018,71000,55.0
8,2,1,6,15.97,18.75,2015,52,0.001986
14,3,1,8,2.91,3.42,2008,41000,2.5
8,51,1,6,32.03,37.61,2021,40000,28.0
9,13,2,5,4.18,4.91,2004,70000,1.5
8,51,1,6,51.28,60.19,2017,23000,59.8
8,19,2,6,23.51,27.6,2021,9000,38.0
17,24,1,7,15.88,18.65,2021,19000,14.5
8,54,2,5,7.1,8.34,2006,0,3.9
8,42,1,3,40.73,47.82,2008,1200,80.0
8,10,2,2,8.52,10.0,2020,49000,10.0
8,54,2,2,9.54,11.2,2016,10000,7.5
10,13,0,2,50.6,59.4,2021,20000,110.0
8,42,1,7,74.3,87.23,2022,8000,80.0
8,11,2,5,6.63,7.78,2009,25000,2.5
8,51,1,6,31.94,37.49,2020,35000,42.0
17,16,0,6,15.75,18.49,2017,77000,18.0
17,16,0,6,19.92,23.38,2019,50000,35.0
8,42,1,6,69.27,81.32,2021,5943,85.0
8,2,1,6,8.6,10.1,2009,31579,15.0
17,34,1,6,8.21,9.64,2012,40000,20.0
17,13,0,7,26.39,30.98,2016,5500,40.0
8,19,2,6,25.09,29.45,2022,10000,39.0
8,53,1,2,28.0,32.86,2023,2000,35.0
17,16,0,6,13.66,16.04,2012,10000,13.0
17,46,2,6,7.24,8.49,2013,20000,8.0
17,46,2,6,6.37,7.48,2011,144441,7.5
8,11,2,2,15.43,18.12,1999,10000,34.0
8,56,0,6,15.55,18.25,2019,46000,12.5
8,57,0,7,23.44,27.52,2022,25000,16.0
14,15,1,7,4.26,5.0,2015,10000,4.5
8,2,1,2,9.06,10.64,2012,33333,8.3
8,19,2,2,11.23,13.19,2013,75000,16.8
14,45,1,8,7.71,9.05,2013,88902,7.0
8,54,2,6,13.65,16.03,2021,15736,15.0
17,16,0,2,13.66,16.04,2012,123456,12.0
8,2,1,6,9.85,11.56,2011,35000,9.8
8,56,0,6,14.49,17.01,2018,20000,17.0
17,25,2,4,18.47,21.68,2022,19000,26.0
8,56,0,6,13.75,16.14,2017,200,17.0
17,22,1,6,27.97,32.83,2021,10000,25.0
9,13,2,6,3.44,4.04,2003,40000,20.0
17,13,0,4,28.14,33.03,2017,40000,28.0
17,16,0,6,14.95,17.54,2016,99999,12.5
15,13,0,6,35.47,41.64,2013,48000,39.0
15,20,0,7,23.37,27.43,2018,16000,210.0
17,32,1,6,6.29,7.39,2005,30000,9.8
8,6,0,2,8.74,10.26,1996,50000,17.0
15,49,2,3,119.51,140.29,1998,10000,168.0
8,2,1,6,15.97,18.75,2015,125000,10.5
8,42,1,6,55.9,65.62,2017,44005,66.0
8,11,2,2,15.43,18.12,1999,10000,22.0
17,32,1,2,4.64,5.44,2008,123456,4.5
13,52,1,6,51.39,60.33,2021,19912,60.0
17,13,1,7,14.26,16.74,2020,25000,15.5
8,9,1,2,7.53,8.84,2010,26000,13.5
15,40,0,6,10.85,12.74,2014,200000,10.8
8,11,2,8,11.87,13.94,2001,1369,4.3
13,28,1,3,7.27,8.53,2013,40000,10.0
8,54,2,0,9.54,11.2,2016,9,2.3
15,13,2,6,14.49,17.01,2018,15000,6.0
1,13,0,5,10.02,11.76,2017,1000,10.89
13,52,1,6,36.49,42.84,2025,0,78.0
5,13,0,4,19.14,22.46,2020,19,24.8
15,44,0,3,19.29,22.64,2018,42405,17.5
17,16,2,6,16.76,19.67,2018,49149,17.5
8,51,1,3,32.03,37.61,2021,28000,40.0
8,13,1,2,33.66,39.52,2019,30000,14.0
8,48,1,2,24.52,28.78,2005,100000,3.5
17,32,1,2,6.41,7.52,2011,40000,6.5
8,57,0,6,23.44,27.52,2022,36000,30.0
8,43,1,6,42.41,49.79,2020,30000,42.0
8,2,1,2,9.06,10.64,2012,10000,12.5
8,51,1,2,30.2,35.45,2019,9000,35.8
8,54,2,6,11.69,13.72,2019,13000,15.0
8,7,0,4,16.82,19.75,2011,13000,25.0
17,17,0,3,16.22,19.05,2014,180000,19.0
13,59,2,9,5.52,6.48,1981,85008,6.0
17,46,2,2,5.54,6.5,2006,5000,7.5
8,51,1,2,32.58,38.25,2022,20000,33.5
11,13,1,8,7.5,8.8,2015,20000,5.5
8,42,1,6,55.9,65.62,2017,47000,67.0
8,54,2,2,6.76,7.94,2011,999999,12.5
8,54,2,4,22.73,26.69,1999,79000,30.0
1,13,0,3,27.42,32.18,2015,250000,35.0
17,33,1,4,4.04,4.74,2010,1234,3.5
17,33,1,6,4.16,4.89,2011,50000,5.7
17,33,1,7,5.04,5.92,2012,10000,6.0
8,2,1,7,20.04,23.53,2016,11000,16.0
8,2,1,6,15.97,18.75,2015,33333,13.5
8,19,2,2,26.52,31.14,2009,100000,19.0
8,2,1,6,15.97,18.75,2015,33333,13.0
9,10,2,6,13.71,16.09,2025,550,14.9
9,13,1,3,5.94,6.97,2013,50000,4.7
17,24,1,2,13.98,16.41,2020,12450,17.0
8,54,2,2,7.21,8.46,2007,8686,8.0
15,20,0,7,23.37,27.43,2018,16000,2.1
9,13,2,0,3.91,4.59,2005,20000,5.0
17,32,2,2,4.64,5.44,2008,123456,4.0
8,54,2,4,11.43,13.42,2020,27000,58.0
9,13,0,5,22.48,26.39,1980,888000,4.8
17,13,1,7,15.9,18.67,2013,35799,20.9
8,10,2,2,8.76,10.28,1986,7777,5.3
8,2,1,6,12.64,14.84,2010,100000,12.5
17,16,2,6,13.66,16.04,2012,6868,16.8
17,33,1,2,4.16,4.89,2011,60000,5.3
11,13,2,8,7.2,8.45,2017,969696,7.8
15,4,0,6,6.7,7.87,2016,330000,8.3
8,5,2,6,8.64,10.15,2016,27000,10.0
17,16,2,6,41.94,49.23,2006,0,27.0
17,16,2,2,15.17,17.81,2015,9999,14.8
8,0,0,2,11.97,14.06,1980,50000,19.0
15,13,2,2,7.08,8.32,2011,33000,5.0
8,47,0,3,25.95,30.46,2022,32000,23.8
17,16,0,6,13.66,16.04,2012,400000,14.0
8,57,0,7,23.44,27.52,2022,25000,19.5
8,11,2,6,8.08,9.48,2008,52000,26.8
8,56,0,6,15.55,18.25,2019,13500,14.5
17,16,0,6,28.44,33.39,2022,12000,28.0
8,0,2,2,9.64,11.32,1997,327,9.5
17,16,0,6,14.95,17.54,2016,100000,1.5e-05
17,16,2,6,29.51,34.64,2024,26000,27.5
15,44,0,3,20.16,23.67,2019,40000,32.0
17,46,2,6,11.62,13.64,2022,16000,14.5
8,53,1,2,15.49,18.18,2015,11111,10.0
8,54,2,4,22.73,26.69,1999,123456,2.555555
14,15,1,7,3.28,3.85,2009,17000,2.5
9,13,2,6,3.51,4.12,2002,123456,8.0
8,2,1,6,9.06,10.64,2012,1234,10.5
17,16,2,7,14.53,17.05,2013,111111,28.5
17,16,0,6,14.95,17.54,2016,50000,24.0
8,11,2,5,5.68,6.67,2010,50000,2.5
14,13,2,0,6.62,7.78,2015,63000,7.9
17,33,1,6,6.13,7.2,2013,1237,6.8
17,39,0,6,31.14,36.55,2019,2000,35.0
17,46,2,2,7.25,8.51,2012,9,6.9
17,34,1,3,8.8,10.33,2014,0,8.8
8,2,1,7,32.36,37.99,2021,23000,40.0
14,15,1,7,4.96,5.83,2014,30000,4.7
8,51,1,7,36.06,42.33,2023,10000,33.0
6,13,1,6,5.9,6.92,2011,1234,8.5
17,39,0,3,43.34,50.88,2022,11623,32.0
13,28,1,6,9.81,11.51,2015,1234,7.5
17,24,1,6,13.84,16.25,2018,999999,12.0
14,3,1,8,3.11,3.65,2010,9,3.8
8,54,2,6,11.43,13.42,2020,500000,13.5
9,13,0,5,7.92,9.3,2020,888888,5.4
8,54,2,2,13.65,16.03,2021,15000,14.0
8,13,1,2,9.76,11.45,2005,7000,11.0
8,54,2,5,6.77,7.94,2008,100000,8.0
14,13,2,8,8.22,9.65,2016,32562,7.3
17,24,1,6,13.84,16.25,2018,100000,13.5
8,11,2,2,10.79,12.67,2015,32846,16.3
17,46,2,6,6.37,7.48,2011,100000,6.35
8,42,1,6,55.9,65.62,2017,72000,65.0
8,11,2,7,17.41,20.44,1998,18000,16.5
8,11,2,8,9.87,11.59,2000,10000,5.5
9,13,0,3,3.35,3.93,2009,12345,6.0
8,53,1,2,15.49,18.18,2015,70000,9.8
8,57,0,6,17.63,20.69,2021,40000,20.0
14,14,2,8,3.49,4.1,2009,53284,6.8
8,30,0,4,16.72,19.63,2017,47000,23.0
8,13,2,0,37.72,44.28,1998,220000,4.2
15,23,1,2,3.85,4.52,2010,9,3.9
8,0,0,6,4.32,5.08,2010,81111,8.5
8,51,1,3,31.97,37.53,2020,520000,32.0
17,25,2,2,7.21,8.47,2007,32658,6.8
8,13,0,6,47.37,55.61,2021,200000,25.0
17,33,1,2,4.16,4.89,2011,100000,2.5
8,43,1,6,53.71,63.05,2024,1525,65.5
8,10,2,2,8.92,10.47,1996,10000,3.5
13,52,1,9,5.28,6.2,2010,9,5.2
9,13,0,3,6.5,7.63,2018,30000,10.0
8,19,2,7,30.59,35.91,2025,333,5.5
8,38,2,2,22.91,26.89,2006,8888,10.0
8,11,2,4,15.43,18.12,1999,88888,2.0
14,14,2,8,8.15,9.56,2017,15000,2.5
8,54,2,6,11.69,13.72,2019,9999,10.8
17,16,2,6,14.53,17.05,2013,9999,14.3
8,10,2,6,3.72,4.36,1988,9999,5.5
8,54,2,6,14.89,17.48,2001,4567,11.5
8,2,1,7,36.71,43.1,2023,300000,50.0
17,46,2,2,7.55,8.86,2014,60000,9.5
17,25,2,6,18.47,21.68,2022,45000,17.5
8,13,2,7,8.17,9.59,2007,19999,6.7
17,46,2,2,7.25,8.51,2012,65000,7.8
8,5,2,6,9.51,11.16,2017,13688,9.0
17,46,2,6,7.55,8.86,2014,65880,3.6
14,14,2,8,7.41,8.7,2019,28000,7.5
17,46,2,6,8.93,10.49,2018,28000,1.234567
17,16,0,7,14.95,17.54,2016,6868,16.5
8,10,2,7,8.55,10.04,1997,111111,10.0
17,16,0,6,14.53,17.05,2013,123456,5.0
12,13,1,7,29.17,34.24,2022,21000,39.0
8,8,2,2,5.69,6.68,1981,32514,10.8
17,25,2,6,18.47,21.68,2022,45000,18.0
17,46,2,5,6.3,7.39,2009,4000,5.0
17,16,0,2,15.73,18.46,2017,80000,20.5
8,53,1,2,18.56,21.79,2018,43579,19.5
17,16,2,6,15.94,18.72,2011,99999,24.5
14,3,1,8,2.42,2.84,2006,20000,2.75
8,5,2,6,9.5,11.15,2018,22000,12.0
14,45,1,0,6.54,7.68,2011,100000,6.0
8,53,1,6,17.47,20.51,2017,30000,19.5
8,53,1,7,18.56,21.79,2018,29000,21.5
17,16,0,7,19.81,23.26,2019,10000,18.0
14,13,2,4,9.56,11.22,2019,123456,5.5
8,54,2,2,10.4,12.2,2018,23451,10.8
8,36,1,2,23.04,27.05,2014,7000,25.0
8,47,2,6,22.99,26.98,2020,26000,26.0
13,13,1,3,16.28,19.11,2014,386000,25.5
17,46,2,6,9.54,11.2,2019,31649,11.0
17,29,1,2,6.09,7.15,2011,20000,7.0
8,54,2,2,6.77,7.94,2008,31000,8.5
8,2,1,7,12.64,14.84,2010,17000,13.7
8,19,2,7,24.46,28.71,2011,17000,3.2
8,42,1,3,111.75,131.19,2011,20000,145.0
15,20,0,6,23.37,27.43,2018,15500,26.0
8,54,2,6,5.94,6.97,2010,55555,8.7
8,54,2,6,9.95,11.68,2002,200000,11.0
17,16,0,6,15.73,18.46,2017,300,40.0
8,43,1,2,36.13,42.41,2018,34000,39.0
8,42,1,3,44.59,52.35,2016,45,65.0
0,13,0,9,243.8,286.2,2016,32000,265.0
13,28,1,6,29.84,35.04,2024,1500,42.0
17,32,1,6,5.89,6.92,2010,30000,8.3
8,42,1,3,109.65,128.72,2012,9900,200.0
8,42,1,3,33.69,39.55,2007,100000,12.0
8,42,1,4,74.21,87.11,2023,10000,115.8
8,2,1,6,9.06,10.64,2012,40000,9.8
9,13,1,6,10.72,12.58,2023,100000,15.0
17,22,1,2,13.65,16.02,2015,40000,12.9
